InputStoryid,InputSentence1,InputSentence2,InputSentence3,InputSentence4,RandomFifthSentenceQuiz1,RandomFifthSentenceQuiz2,AnswerRightEnding
16c71582-2d3d-4aed-87c0-18354f4ad033,Ketch wanted to watch a movie on his laptop.,Ketch tried to turn the laptop on.,"Ketch tried and tried, but the laptop would not fire up.",Ketch then realized the laptop was dead.,Ketch plugged the laptop on and watched his movie.,Ketch threw the laptop down and broke it out of anger.,
0b5fabe0-5071-41a9-8b65-0ba683a7de03,Stan wanted to landscape his yard.,He borrowed a friend's truck to bring some plants home.,The friend asked Stan to be careful since the truck was brand new.,"Stan loaded the plants carelessly, scratching the paint on the truck.",His friend was furious and they never spoke again.,His friend was elated and they never spoke again.,
83041940-1bd9-4429-b877-985498be4448,Eliza was baking cookies.,She made a batch of peanut butter ones because they were her favorite.,Her young son came home with his friend.,Eliza offered the kids some cookies.,Her son's friend declined because he was allergic.,They both declined because they ate on the way home.,
9c3664e7-dde6-44e3-b4b5-a745339521af,"The boy knelt down next to the girl, by the classroom bookshelf.",He impulsively kissed her on the cheek.,The girl blushed and smiled.,"Over time, the two fell in love.","After graduation, the couple got married.","The boy kissed another girl, and they broke up.",
ae916171-7fc8-4dcc-bc8b-d5ea3ad213a8,It had rained all week.,Tory-backed out of his driveway.,His car rolled onto the grass.,The tires sank into the mud.,Tory felt very accomplished,Tory had to get pulled out the mud.,
4938bdd6-03e1-463e-8541-b4974eb29056,Tim worked at a bar.,He had an unruly patron.,The guy would cause a scene every week.,Tim got the bouncer to take the patron out.,He was no longer allowed at the bar.,The patron became a VIP at the bar.,
f0ea9012-5e83-46e7-9281-058445ef8db3,I wanted to go to the movies.,When I got there I went to buy my ticket.,"I reached for my wallet to pay, and realized it was missing.","I looked everywhere for it, and finally I was relieved.",I found it in my car.,My wallet had been stolen.,
1cad5341-64f9-4855-9b78-e6c710d29c68,Charles was pumping gas into his car on a cold day.,"He pulled the nozzle from his car, but the gas kept flowing.",The handle was frozen!,"He screamed for help, but there was no one around.","Luckily, the clerk saw the spill and turned off the pump.",He was so stressed about the pump he had to light a cigarette.,
bb7f7788-2571-41ce-b1d3-4c8275dad512,It was a very cold day.,Jan turned on the heater.,The heater was broken.,Jan called her boyfriend.,He came over and got the heater running like new.,He asked her why she was calling him.,
dadcb638-a42c-4d6d-94a2-d0a2f366501d,Susan went for a ride on her newly bought horse.,The horse was not properly broken in.,The horse bucked Susan off.,Susan was injured severely in the fall.,Susan went to the hospital and received care.,Susan went to the hospital and but was turned away.,
2ef4c2f1-605c-49f4-81f9-fac7263e2509,Rita got pregnant with a donor and was about to give birth at any time.,She felt pain and was taken to the hospital.,The case was normal and she gave birth to a baby girl.,Her whole family noted her distinctly South American features.,The baby girl was similar to Rita and had dark and black eyes.,The baby girl looked similar to her father.,
5c275021-4ffa-4f23-85b2-c0fd1b8f56fd,Jaime was riding her bike around the neighborhood.,As she was riding she came across a strange man.,The man asked if she wanted to go to the park with him.,Jaime knew that she was not supposed to talk to stingers.,She declined and quickly rode her bike all the way home.,She agreed to go anyway and followed along.,
3e68306e-4880-4130-8982-7e176a34f2b0,My nephew had some chest pains in 2016.,He dismissed it initially as stress.,Later at work he felt more pain.,He drove ten miles to the hospital and found he had a heart attack.,They were able to help him in time with the right medicine.,"They put five stents into his body, but he is still alive.",
08619cf5-e360-47d6-8a34-38ddc68d1a61,Laura wanted some gum.,Laura didn't have any money though.,She decided to ask her father for money.,Her father gave her some in exchange for doing chores.,Laura did not do the chores.,Laura was happy after getting some gum at the store.,
0333f93d-694f-4fab-b79a-2d5dc5d64d6c,Patrick was down on his luck.,He tried mugging a man on the street.,The man he attacked was an undercover police officer.,The officer quickly took Patrick down.,The judge sent Patrick to a rehab house.,Patrick was sent to jail.,
40259c99-69f8-438c-8762-156141216b5b,Bella woke up from her sleep to look at the red moon.,It was something she never saw before.,"The moon turned orange, red, then silver.",The eclipse was finished.,Bella was annoyed to have interrupted a nice dream for it.,Bella was excited to witness the next eclipse.,
cc481c14-20b5-49cc-9e34-b54d4a81501d,Leia was shallow and never had fun on her dates.,Her cousin set her up on a blind date.,Leia met the man and immediately left.,She told her cousin he was too short.,Leia's cousin was glad that she had helped.,Leia's cousin never helped her find another date.,
4cf86659-ff3d-41d1-865f-be59951ea525,Lisa hated the casino.,She went with a friend to celebrate their birthday.,Lisa tried out a slot machine.,She won two hundred dollars!,Lisa decided to never go back.,Lisa decided that the casino was okay.,
0f96619f-1fff-4161-b837-71d08fe50756,Jim was so bored living on a big farm.,There was nothing besides his house for miles.,Jim checked out a book about drones from the library and bought one online.,He followed the tips from the book he read before using the drone.,He flew the drone and got it stuck in a tree.,Jim flew the drone in the field behind his house.,
65b0be93-7c0b-4ca1-bf59-03a3d9a17ef9,Liz and her husband wanted to have a baby.,They had tried for months to conceive.,Liz was starting to get frustrated with the process.,"Just as she was ready to give up, it happened.",She took a pregnancy test and still wasn't pregnant.,She had become pregnant with twins!,
aaf9a121-cd8a-4842-8253-6dc4b6297e88,Jake loves his dog and he took good care of it.,He took his dog for a walk around the park.,The next day his dog was throwing up and looked sick.,Jake took his dog to the vet to see what happened.,The dog was perfectly healthy.,He found out his dog caught a virus.,
a5e040fa-f8fb-4061-92d0-9b37627794a0,Tony got a summer job mowing lawns.,He loved cutting the grass in special patterns.,"The next summer, he started his own business.","Three years later, his business turned into a major franchise.",Now Tony is unemployed.,Now Tony is a successful business owner.,
19ca7592-10f9-413d-8631-6bc5a374bcf2,Lucas was a good boy who generally listened to his parents.,His parents told him to never play with matches or lighters.,"Lucas knew he shouldn't touch a lighter he found, but it looked fun.",Lucas played with the lighter all afternoon.,His parents gave him a reward.,His parents found out and grounded him for two months.,
9fd97440-c3a5-4e7f-9726-d37590dc0f38,Henry woke up with a huge thud above his room ceiling.,He went and turned on the light.,The noise continued to go on from above.,Henry grabbed his gun and opened the staircase from the ceiling.,Then he went down into the basement.,He went up into the attic and found out an owl was there.,
d6b980ae-0419-497f-b0dd-dda6b19fd9f4,The local high school football team was not known for being very good.,This year the team had a new coach.,The coach made the players practice very hard.,The players won the first game of their season.,The players then quit the team.,Because they gained confidence they finished with a winning record.,
a8a3834a-83e1-4feb-b2f4-2c7b16d64de0,Luke thought he was very smart.,Luke's teacher told him he needed to study for an upcoming test.,Luke told his teacher he was smart enough already.,Luke did not study before the test and failed.,Luke now thought he was a genius.,Luke's teacher scolded Luke for not listening to her.,
377f2ad7-c198-48b5-b042-ecf775b7440b,Kelly wanted some nacho fries from Taco Bell.,She order nacho fries.,The server forgot to give her cheese.,Kelly went upset at the server and complained.,The server took the cheese-less fries away from Kelly.,"The server felt guilty, and eventually gave Kelly her cheese.",
a6cace7b-7add-4f0a-b4db-51533500ffae,I took Jacob to school today.,"When we arrived, we were greeted by his teacher and a classmate.",His classmate told him she saved him a rice crispy treat.,The rice crispy treat was in his locker.,He disliked his classmate after that.,"He told her since she was so nice to him, he would sit by her today.",
a6efe239-cd0e-4a33-8870-f2335122cf4f,Mallory was running late for work again.,"Her boss told her the next time she was late, she would be fired.",Mallory hoped her boss wasn't working today.,Mallory got to work and her boss was waiting for her.,Her boss gave her another promotion.,Her boss told her to not bother clocking in because she was fired.,
cf94513e-8b95-4c72-aae3-055305ced92c,"Janet really liked to play poker, she invited four friends over to play.",For the first hour  the girls mostly gossiped and played a little.,They decided to get serious and bet actual money a little later on.,"Janet did ok, her friend Karen did the best though.",No one had a good time.,Everyone had fun and they decided to make it a monthly event.,
615b5bd0-ee69-4f4b-a6ba-4da3ed5ed052,I went to the supermarket and decided to buy some things.,I bought some new groceries from the shelves.,Many new things were on sale.,I brought everything to take to my house.,"Afterwards, I ordered pizza.",I made the best dinner ever with the foods I bought.,
